Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Away,PASS,,1,35355,1414.2,35397,1415.88,Player21,Player18,0.43,0.27,0.58,0.02
Away,PASS,,1,35434,1417.36,35459,1418.36,Player18,Player21,0.58,0.05,0.49,0.14
Away,PASS,,1,35596,1423.84,35628,1425.12,Player21,Player18,0.53,0.33,0.65,0.08
Away,PASS,,1,35654,1426.16,35674,1426.96,Player18,Player22,0.68,0.08,0.72,0.03
Away,PASS,,1,35743,1429.72,35821,1432.84,Player22,Player19,0.67,0.2,0.87,0.91
Away,PASS,,1,35899,1435.96,35917,1436.68,Player19,Player15,0.89,0.95,0.78,0.94
Away,PASS,,1,35924,1436.96,35951,1438.04,Player15,Player20,0.78,0.93,0.78,0.76
Away,PASS,,1,35951,1438.04,35983,1439.32,Player20,Player15,0.78,0.76,0.85,0.92
Away,BALL LOST,CROSS-INTERCEPTION,1,35983,1439.32,36025,1441,Player15,,0.85,0.92,0.96,0.41
Home,RECOVERY,INTERCEPTION,1,36022,1440.88,36022,1440.88,Player1,,0.95,0.44,NaN,NaN
Home,BALL OUT,HEAD,1,36022,1440.88,36121,1444.84,Player1,,0.95,0.44,0.94,-0.01
Away,SET PIECE,THROW IN,1,36216,1448.64,36216,1448.64,Player24,,NaN,NaN,NaN,NaN
Away,PASS,,1,36216,1448.64,36302,1452.08,Player24,Player18,0.95,-0.03,0.71,0.11
Away,PASS,,1,36344,1453.76,36369,1454.76,Player18,Player22,0.72,0.13,0.82,0.02
Away,BALL LOST,INTERCEPTION,1,36398,1455.92,36428,1457.12,Player22,,0.82,0.01,0.85,0.22
Home,RECOVERY,INTERCEPTION,1,36423,1456.92,36423,1456.92,Player6,,0.86,0.2,NaN,NaN
Home,PASS,,1,36441,1457.64,36476,1459.04,Player6,Player1,0.86,0.23,0.88,0.07
Home,PASS,,1,36476,1459.04,36501,1460.04,Player1,Player5,0.88,0.07,0.8,0.08
Home,CHALLENGE,GROUND-FAULT-LOST,1,36512,1460.48,36512,1460.48,Player5,,0.79,0.06,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-LOST,1,36521,1460.84,36521,1460.84,Player18,,0.78,0.06,NaN,NaN
Home,FAULT RECEIVED,,1,36538,1461.52,36538,1461.52,Player5,,0.77,0.04,NaN,NaN
Home,SET PIECE,FREE KICK,1,37241,1489.64,37241,1489.64,Player2,,NaN,NaN,NaN,NaN
Home,BALL LOST,,1,37241,1489.64,37375,1495,Player2,,0.73,0.1,0.17,0.25
Away,RECOVERY,INTERCEPTION,1,37376,1495.04,37376,1495.04,Player18,,0.2,0.25,NaN,NaN
Away,PASS,,1,37376,1495.04,37415,1496.6,Player18,Player25,0.2,0.25,0.06,0.46
Away,BALL OUT,,1,37458,1498.32,37618,1504.72,Player25,,0.08,0.56,0.8,1
Home,CHALLENGE,GROUND,1,37610,1504.4,37610,1504.4,Player3,,0.78,1,NaN,NaN
Home,SET PIECE,THROW IN,1,38287,1531.48,38287,1531.48,Player4,,NaN,NaN,NaN,NaN
Home,PASS,,1,38287,1531.48,38318,1532.72,Player4,Player7,0.77,1,0.64,0.95
Home,CHALLENGE,AERIAL-WON,1,38318,1532.72,38318,1532.72,Player7,,0.64,0.95,NaN,NaN
Home,BALL LOST,HEAD,1,38318,1532.72,38375,1535,Player7,,0.64,0.95,0.52,0.92
Away,CHALLENGE,AERIAL-LOST,1,38322,1532.88,38322,1532.88,Player19,,0.63,0.96,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,38374,1534.96,38374,1534.96,Player16,,0.52,0.9,NaN,NaN
Away,PASS,HEAD,1,38374,1534.96,38394,1535.76,Player16,Player21,0.52,0.9,0.57,0.89
Away,PASS,,1,38451,1538.04,38514,1540.56,Player21,Player20,0.53,0.91,0.45,0.65
Away,PASS,,1,38514,1540.56,38576,1543.04,Player20,Player17,0.45,0.65,0.42,0.33
Away,BALL OUT,,1,38609,1544.36,38732,1549.28,Player17,,0.45,0.21,0.77,-0.02
Home,SET PIECE,THROW IN,1,39124,1564.96,39124,1564.96,Player1,,NaN,NaN,NaN,NaN
Home,PASS,,1,39124,1564.96,39160,1566.4,Player1,Player9,0.76,-0.01,0.69,0.02
Home,PASS,,1,39160,1566.4,39207,1568.28,Player9,Player1,0.69,0.02,0.81,0.02
Home,PASS,,1,39207,1568.28,39239,1569.56,Player1,Player2,0.81,0.02,0.89,0.15
Home,BALL LOST,,1,39239,1569.56,39276,1571.04,Player2,,0.89,0.15,0.64,0.07
Away,RECOVERY,INTERCEPTION,1,39274,1570.96,39274,1570.96,Player20,,0.64,0.13,NaN,NaN
Away,CHALLENGE,GROUND-FAULT-WON,1,39313,1572.52,39313,1572.52,Player20,,0.62,0.09,NaN,NaN
Home,CHALLENGE,GROUND-FAULT-LOST,1,39348,1573.92,39348,1573.92,Player7,,0.6,0.08,NaN,NaN
Away,FAULT RECEIVED,,1,39373,1574.92,39373,1574.92,Player20,,0.56,0.11,NaN,NaN
Away,SET PIECE,FREE KICK,1,39653,1586.12,39653,1586.12,Player20,,NaN,NaN,NaN,NaN
Away,PASS,,1,39653,1586.12,39703,1588.12,Player20,Player17,0.57,0.15,0.49,0.27
Away,PASS,,1,39720,1588.8,39742,1589.68,Player17,Player21,0.49,0.29,0.56,0.43
Away,PASS,,1,39742,1589.68,39777,1591.08,Player21,Player17,0.56,0.43,0.46,0.35
Away,PASS,,1,39803,1592.12,39828,1593.12,Player17,Player20,0.45,0.36,0.5,0.18
Away,PASS,,1,39916,1596.64,39942,1597.68,Player20,Player18,0.59,0.18,0.7,0.03
Away,BALL LOST,INTERCEPTION,1,39942,1597.68,39952,1598.08,Player18,,0.7,0.03,0.66,0.05
Home,RECOVERY,INTERCEPTION,1,39951,1598.04,39951,1598.04,Player1,,0.73,0.07,NaN,NaN
Home,BALL OUT,,1,39951,1598.04,39998,1599.92,Player1,,0.73,0.07,0.7,-0.02
Away,SET PIECE,THROW IN,1,40082,1603.28,40082,1603.28,Player18,,NaN,NaN,NaN,NaN
Away,PASS,,1,40082,1603.28,40100,1604,Player18,Player20,0.73,-0.03,0.64,0.04
Away,PASS,,1,40154,1606.16,40171,1606.84,Player20,Player22,0.64,0.1,0.67,0.3
Away,BALL LOST,THEFT,1,40235,1609.4,40235,1609.4,Player22,,0.69,0.25,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,40238,1609.52,40238,1609.52,Player5,,0.7,0.25,NaN,NaN
Home,CHALLENGE,GROUND-WON,1,40281,1611.24,40281,1611.24,Player5,,0.7,0.34,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,1,40284,1611.36,40284,1611.36,Player22,,0.7,0.35,NaN,NaN
Home,PASS,,1,40439,1617.56,40472,1618.88,Player5,Player1,0.55,0.18,0.7,0.1
Home,PASS,,1,40499,1619.96,40539,1621.56,Player1,Player2,0.7,0.11,0.86,0.27
Home,PASS,,1,40585,1623.4,40618,1624.72,Player2,Player3,0.86,0.39,0.83,0.66
Home,PASS,,1,40704,1628.16,40724,1628.96,Player3,Player4,0.75,0.7,0.72,0.86
Home,PASS,,1,40752,1630.08,40770,1630.8,Player4,Player6,0.71,0.86,0.65,0.69
Home,PASS,,1,40794,1631.76,40819,1632.76,Player6,Player8,0.65,0.71,0.54,0.93
Home,PASS,,1,40933,1637.32,40953,1638.12,Player8,Player4,0.66,0.97,0.74,0.97
Home,CHALLENGE,GROUND-WON,1,40980,1639.2,40980,1639.2,Player4,,0.74,0.97,NaN,NaN
Home,PASS,,1,40980,1639.2,41045,1641.8,Player4,Player8,0.74,0.97,0.63,0.93
Away,CHALLENGE,TACKLE-LOST,1,40984,1639.36,40984,1639.36,Player23,,0.73,0.97,NaN,NaN
Home,PASS,,1,41089,1643.56,41106,1644.24,Player8,Player9,0.58,0.9,0.54,0.75
Home,PASS,,1,41195,1647.8,41240,1649.6,Player9,Player2,0.51,0.49,0.58,0.24
Home,PASS,,1,41240,1649.6,41277,1651.08,Player2,Player5,0.58,0.24,0.55,0.34
Home,PASS,,1,41277,1651.08,41315,1652.6,Player5,Player6,0.55,0.34,0.52,0.49
Home,PASS,,1,41349,1653.96,41396,1655.84,Player6,Player8,0.5,0.51,0.38,0.89
Home,BALL LOST,INTERCEPTION,1,41471,1658.84,41488,1659.52,Player8,,0.31,0.91,0.25,0.73
Away,RECOVERY,INTERCEPTION,1,41498,1659.92,41498,1659.92,Player21,,0.27,0.77,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-WON,1,41538,1661.52,41538,1661.52,Player21,,0.27,0.79,NaN,NaN
Home,CHALLENGE,GROUND-FAULT-LOST,1,41543,1661.72,41543,1661.72,Player7,,0.27,0.78,NaN,NaN
Away,FAULT RECEIVED,,1,41562,1662.48,41562,1662.48,Player21,,0.28,0.83,NaN,NaN
Away,SET PIECE,FREE KICK,1,41845,1673.8,41845,1673.8,Player16,,NaN,NaN,NaN,NaN
Away,PASS,,1,41848,1673.92,41896,1675.84,Player16,Player17,0.27,0.77,0.17,0.4
Away,PASS,,1,41936,1677.44,41966,1678.64,Player17,Player18,0.18,0.32,0.27,0.1
Away,PASS,,1,41994,1679.76,42019,1680.76,Player18,Player20,0.27,0.1,0.32,0.3
Home,CHALLENGE,GROUND-LOST,1,42056,1682.24,42056,1682.24,Player6,,0.32,0.25,NaN,NaN
Away,CHALLENGE,TACKLE-WON,1,42113,1684.52,42113,1684.52,Player20,,0.3,0.26,NaN,NaN
Away,PASS,,1,42130,1685.2,42148,1685.92,Player20,Player18,0.3,0.25,0.27,0.1
Away,PASS,,1,42219,1688.76,42237,1689.48,Player18,Player20,0.37,0.03,0.33,0.16
Away,CHALLENGE,TACKLE-WON,1,42274,1690.96,42274,1690.96,Player20,,0.33,0.17,NaN,NaN
Home,CHALLENGE,GROUND-FAULT-LOST,1,42283,1691.32,42283,1691.32,Player6,,0.33,0.18,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-WON,1,42303,1692.12,42303,1692.12,Player20,,0.32,0.17,NaN,NaN
Away,FAULT RECEIVED,,1,42303,1692.12,42303,1692.12,Player20,,0.32,0.17,NaN,NaN
Away,SET PIECE,FREE KICK,1,42507,1700.28,42507,1700.28,Player20,,NaN,NaN,NaN,NaN
Away,PASS,,1,42509,1700.36,42547,1701.88,Player20,Player21,0.36,0.17,0.42,0.37
Away,PASS,,1,42550,1702,42593,1703.72,Player21,Player17,0.42,0.37,0.28,0.38
Away,PASS,,1,42633,1705.32,42668,1706.72,Player17,Player16,0.29,0.43,0.34,0.72
Away,PASS,,1,42700,1708,42735,1709.4,Player16,Player15,0.34,0.73,0.39,0.95
Away,PASS,,1,42753,1710.12,42776,1711.04,Player15,Player19,0.38,0.96,0.47,0.85
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,1,42812,1712.48,42812,1712.48,Player7,,0.47,0.89,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-WON,1,42857,1714.28,42857,1714.28,Player19,,0.54,0.97,NaN,NaN
Away,FAULT RECEIVED,,1,42857,1714.28,42857,1714.28,Player19,,0.54,0.97,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,42863,1714.52,42863,1714.52,Player4,,0.58,0.94,NaN,NaN
Home,BALL LOST,FORCED,1,42863,1714.52,42903,1716.12,Player4,,0.58,0.94,0.61,0.85
Away,SET PIECE,FREE KICK,1,43138,1725.52,43138,1725.52,Player16,,NaN,NaN,NaN,NaN
Away,PASS,,1,43155,1726.2,43202,1728.08,Player16,Player21,0.49,0.88,0.47,0.69
Away,PASS,,1,43233,1729.32,43286,1731.44,Player21,Player17,0.45,0.65,0.45,0.33
Away,PASS,,1,43336,1733.44,43363,1734.52,Player17,Player18,0.49,0.27,0.64,0.03
Away,PASS,,1,43401,1736.04,43468,1738.72,Player18,Player22,0.66,0.05,0.96,0.12
Home,CHALLENGE,TACKLE-WON,1,43477,1739.08,43477,1739.08,Player1,,0.97,0.13,NaN,NaN
Home,RECOVERY,THEFT,1,43477,1739.08,43477,1739.08,Player1,,0.97,0.13,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,43477,1739.08,43479,1739.16,Player1,,0.97,0.13,0.99,0.15
Away,BALL OUT,,1,43517,1740.68,43525,1741,Player22,,1.03,0.17,1.01,0.19
Home,RECOVERY,,1,44682,1787.28,44682,1787.28,Player11,,0.96,0.6,NaN,NaN
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,44682,1787.28,44773,1790.92,Player11,,0.96,0.6,0.48,0.84
Away,CHALLENGE,AERIAL-WON,1,44772,1790.88,44772,1790.88,Player21,,0.47,0.82,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,44772,1790.88,44772,1790.88,Player21,,0.47,0.82,NaN,NaN
Home,CHALLENGE,AERIAL-LOST,1,44773,1790.92,44773,1790.92,Player10,,0.47,0.82,NaN,NaN
Away,PASS,HEAD,1,44776,1791.04,44796,1791.84,Player21,Player15,0.48,0.82,0.39,0.91
Away,BALL LOST,INTERCEPTION,1,44798,1791.92,44826,1793.04,Player15,,0.4,0.91,0.42,0.88
Home,RECOVERY,INTERCEPTION,1,44800,1792,44800,1792,Player8,,0.42,0.93,NaN,NaN
Home,PASS,,1,44800,1792,44842,1793.68,Player8,Player10,0.42,0.93,0.44,0.81
Home,CHALLENGE,GROUND-WON,1,44847,1793.88,44847,1793.88,Player10,,0.43,0.8,NaN,NaN
Home,PASS,,1,44871,1794.84,44898,1795.92,Player10,Player8,0.4,0.79,0.36,0.94
Home,CHALLENGE,TACKLE-LOST,1,44980,1799.2,44980,1799.2,Player8,,0.22,0.99,NaN,NaN
Home,BALL LOST,THEFT,1,44980,1799.2,44980,1799.2,Player8,,0.22,0.99,NaN,NaN
Away,CHALLENGE,TACKLE-WON,1,44986,1799.44,44986,1799.44,Player19,,0.22,0.99,NaN,NaN
Away,RECOVERY,THEFT,1,44986,1799.44,44986,1799.44,Player19,,0.22,0.99,NaN,NaN
Away,BALL OUT,,1,44995,1799.8,45002,1800.08,Player19,,0.22,0.98,0.2,1.03
Home,SET PIECE,THROW IN,1,45290,1811.6,45290,1811.6,Player4,,NaN,NaN,NaN,NaN
Home,PASS,,1,45290,1811.6,45310,1812.4,Player4,Player7,0.25,1.01,0.27,0.87
Home,PASS,,1,45310,1812.4,45331,1813.24,Player7,Player4,0.27,0.87,0.27,1
Home,PASS,,1,45331,1813.24,45388,1815.52,Player4,Player3,0.27,1,0.48,0.95
Home,PASS,,1,45430,1817.2,45470,1818.8,Player3,Player2,0.53,0.89,0.62,0.61
Home,PASS,,1,45501,1820.04,45566,1822.64,Player2,Player11,0.64,0.59,0.89,0.45
Home,BALL LOST,,1,45597,1823.88,45660,1826.4,Player11,,0.88,0.41,0.54,0.03
Away,CHALLENGE,AERIAL-WON,1,45658,1826.32,45658,1826.32,Player18,,0.54,0.1,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,45658,1826.32,45658,1826.32,Player18,,0.54,0.1,NaN,NaN
Home,CHALLENGE,AERIAL-LOST,1,45660,1826.4,45660,1826.4,Player1,,0.56,0.09,NaN,NaN
Away,PASS,HEAD,1,45662,1826.48,45712,1828.48,Player18,Player22,0.55,0.1,0.65,0.07
Away,PASS,,1,45744,1829.76,45759,1830.36,Player22,Player18,0.69,0,0.67,0.07
Away,BALL LOST,INTERCEPTION,1,45765,1830.6,45790,1831.6,Player18,,0.68,0.07,0.72,0.07
Home,CHALLENGE,GROUND-WON,1,45766,1830.64,45766,1830.64,Player5,,0.67,0.07,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,45766,1830.64,45766,1830.64,Player5,,0.67,0.07,NaN,NaN
Home,PASS,,1,45766,1830.64,45791,1831.64,Player5,Player1,0.67,0.07,0.73,0.05
Home,BALL OUT,,1,45791,1831.64,45841,1833.64,Player1,,0.73,0.05,0.63,-0.02
Away,SET PIECE,THROW IN,1,45967,1838.68,45967,1838.68,Player20,,NaN,NaN,NaN,NaN
Away,PASS,,1,45974,1838.96,46019,1840.76,Player20,Player17,0.61,0,0.45,0.14
Away,PASS,,1,46066,1842.64,46109,1844.36,Player17,Player16,0.42,0.23,0.38,0.6
Away,PASS,,1,46129,1845.16,46154,1846.16,Player16,Player15,0.38,0.63,0.4,0.84
Away,PASS,,1,46185,1847.4,46233,1849.32,Player15,Player23,0.4,0.84,0.61,0.76
Away,PASS,,1,46237,1849.48,46272,1850.88,Player23,Player19,0.61,0.77,0.54,0.94
Away,BALL LOST,INTERCEPTION,1,46327,1853.08,46347,1853.88,Player19,,0.5,0.91,0.53,0.87
Home,RECOVERY,INTERCEPTION,1,46342,1853.68,46342,1853.68,Player7,,0.51,0.8,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,46342,1853.68,46353,1854.12,Player7,,0.51,0.8,0.47,0.74
Home,RECOVERY,,1,46389,1855.56,46389,1855.56,Player10,,0.41,0.79,NaN,NaN
Home,CHALLENGE,TACKLE-LOST,1,46494,1859.76,46494,1859.76,Player10,,0.23,0.69,NaN,NaN
Home,BALL LOST,THEFT,1,46494,1859.76,46494,1859.76,Player10,,0.23,0.69,NaN,NaN
Away,CHALLENGE,TACKLE-WON,1,46494,1859.76,46494,1859.76,Player21,,0.23,0.68,NaN,NaN
Away,RECOVERY,THEFT,1,46494,1859.76,46494,1859.76,Player21,,0.23,0.68,NaN,NaN
Away,PASS,,1,46499,1859.96,46529,1861.16,Player21,Player17,0.22,0.67,0.14,0.57
Away,PASS,,1,46534,1861.36,46554,1862.16,Player17,Player15,0.13,0.57,0.14,0.73
Away,PASS,,1,46574,1862.96,46592,1863.68,Player15,Player21,0.13,0.76,0.21,0.67
Away,PASS,,1,46637,1865.48,46697,1867.88,Player21,Player22,0.24,0.7,0.38,0.19
Away,PASS,,1,46718,1868.72,46770,1870.8,Player22,Player24,0.38,0.18,0.52,0.14
Away,PASS,,1,46908,1876.32,46940,1877.6,Player24,Player22,0.8,0.18,0.74,0.34
Away,BALL LOST,INTERCEPTION,1,46943,1877.72,46980,1879.2,Player22,,0.74,0.33,0.58,0.17
Home,RECOVERY,,1,46982,1879.28,46982,1879.28,Player9,,0.61,0.13,NaN,NaN
Home,PASS,,1,46982,1879.28,47016,1880.64,Player9,Player5,0.61,0.13,0.65,0.24
Home,CHALLENGE,GROUND-WON,1,47062,1882.48,47062,1882.48,Player5,,0.57,0.2,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,1,47066,1882.64,47066,1882.64,Player22,,0.58,0.19,NaN,NaN
Home,PASS,,1,47157,1886.28,47184,1887.36,Player5,Player6,0.41,0.14,0.49,0.28
Home,PASS,,1,47249,1889.96,47276,1891.04,Player6,Player9,0.47,0.24,0.4,0.05
Home,PASS,,1,47325,1893,47380,1895.2,Player9,Player4,0.42,0.05,0.57,0.57
Home,PASS,,1,47436,1897.44,47489,1899.56,Player4,Player8,0.52,0.63,0.36,0.94
Home,PASS,,1,47530,1901.2,47568,1902.72,Player8,Player4,0.34,0.94,0.41,0.8
Home,PASS,,1,47607,1904.28,47635,1905.4,Player4,Player8,0.4,0.79,0.33,0.96
Home,PASS,,1,47698,1907.92,47731,1909.24,Player8,Player4,0.35,0.94,0.42,0.82
Home,PASS,,1,47762,1910.48,47787,1911.48,Player4,Player7,0.41,0.84,0.25,0.84
Home,PASS,,1,47851,1914.04,47868,1914.72,Player7,Player8,0.18,0.93,0.24,0.99
Home,BALL LOST,,1,47892,1915.68,47942,1917.68,Player8,,0.22,0.97,0.11,0.72
Away,RECOVERY,INTERCEPTION,1,47939,1917.56,47939,1917.56,Player17,,0.12,0.69,NaN,NaN
Away,BALL LOST,INTERCEPTION,1,47944,1917.76,48054,1922.16,Player17,,0.12,0.69,0.62,0.84
Home,RECOVERY,INTERCEPTION,1,48055,1922.2,48055,1922.2,Player3,,0.6,0.8,NaN,NaN
Home,CHALLENGE,AERIAL-WON,1,48055,1922.2,48055,1922.2,Player3,,0.6,0.8,NaN,NaN
Home,PASS,HEAD,1,48055,1922.2,48110,1924.4,Player3,Player4,0.6,0.8,0.57,0.85
Home,CHALLENGE,TACKLE-LOST,1,48110,1924.4,48110,1924.4,Player4,,0.57,0.85,NaN,NaN
Home,BALL LOST,THEFT,1,48110,1924.4,48110,1924.4,Player4,,0.57,0.85,NaN,NaN
Home,CHALLENGE,GROUND-FAULT-LOST,1,48111,1924.44,48111,1924.44,Player3,,0.59,0.81,NaN,NaN
Away,CHALLENGE,FAULT-WON,1,48134,1925.36,48134,1925.36,Player23,,0.57,0.82,NaN,NaN
Away,SET PIECE,FREE KICK,1,48699,1947.96,48699,1947.96,Player23,,NaN,NaN,NaN,NaN
Away,PASS,,1,48701,1948.04,48739,1949.56,Player23,Player15,0.59,0.81,0.6,0.93
Away,PASS,,1,48746,1949.84,48788,1951.52,Player15,Player16,0.6,0.93,0.47,0.86
Away,PASS,,1,48888,1955.52,48918,1956.72,Player16,Player20,0.42,0.67,0.49,0.85
Away,PASS,,1,49011,1960.44,49036,1961.44,Player20,Player24,0.58,0.83,0.7,0.61
Home,CHALLENGE,GROUND-LOST,1,49034,1961.36,49034,1961.36,Player2,,0.72,0.61,NaN,NaN
Away,BALL LOST,INTERCEPTION,1,49038,1961.52,49068,1962.72,Player24,,0.7,0.61,0.78,0.68
Home,RECOVERY,INTERCEPTION,1,49065,1962.6,49065,1962.6,Player3,,0.77,0.74,NaN,NaN
Home,PASS,HEAD,1,49065,1962.6,49105,1964.2,Player3,Player6,0.77,0.74,0.7,0.65
Home,CHALLENGE,AERIAL-WON,1,49105,1964.2,49105,1964.2,Player6,,0.7,0.65,NaN,NaN
Home,BALL LOST,HEAD,1,49105,1964.2,49156,1966.24,Player6,,0.7,0.65,0.71,0.77
Away,CHALLENGE,AERIAL-LOST,1,49113,1964.52,49113,1964.52,Player24,,0.69,0.66,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,49154,1966.16,49154,1966.16,Player19,,0.67,0.77,NaN,NaN
Away,PASS,,1,49158,1966.32,49182,1967.28,Player19,Player15,0.66,0.78,0.58,0.85
Away,PASS,,1,49191,1967.64,49228,1969.12,Player15,Player16,0.57,0.85,0.43,0.79
Away,PASS,,1,49371,1974.84,49411,1976.44,Player16,Player21,0.39,0.6,0.49,0.35
Away,PASS,,1,49439,1977.56,49489,1979.56,Player21,Player18,0.49,0.33,0.65,0.04
Away,PASS,,1,49525,1981,49545,1981.8,Player18,Player22,0.69,0.07,0.73,0.21
Away,PASS,,1,49554,1982.16,49602,1984.08,Player22,Player18,0.73,0.2,0.86,0.1
Away,PASS,,1,49606,1984.24,49641,1985.64,Player18,Player23,0.87,0.1,0.84,0.33
Away,BALL LOST,INTERCEPTION,1,49668,1986.72,49690,1987.6,Player23,,0.86,0.33,0.93,0.51
Home,RECOVERY,INTERCEPTION,1,49682,1987.28,49682,1987.28,Player4,,0.94,0.53,NaN,NaN
Home,BALL OUT,CLEARANCE,1,49682,1987.28,49796,1991.84,Player4,,0.94,0.53,0.92,-0.02
Away,SET PIECE,THROW IN,1,49831,1993.24,49831,1993.24,Player18,,NaN,NaN,NaN,NaN
Away,PASS,,1,49835,1993.4,49875,1995,Player18,Player22,0.93,-0.02,0.8,0.08
Away,PASS,,1,49933,1997.32,49948,1997.92,Player22,Player18,0.76,0.15,0.85,0.05
Away,PASS,,1,49981,1999.24,50011,2000.44,Player18,Player22,0.86,0.08,0.75,0.19
Away,PASS,,1,50086,2003.44,50146,2005.84,Player22,Player19,0.74,0.3,0.79,0.77
Away,PASS,,1,50146,2005.84,50196,2007.84,Player19,Player15,0.79,0.77,0.7,0.91
Away,PASS,,1,50235,2009.4,50252,2010.08,Player15,Player20,0.68,0.95,0.67,0.83
Away,PASS,,1,50281,2011.24,50308,2012.32,Player20,Player24,0.68,0.86,0.8,0.82
Home,CHALLENGE,GROUND-WON,1,50302,2012.08,50302,2012.08,Player3,,0.81,0.81,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,50302,2012.08,50302,2012.08,Player3,,0.81,0.81,NaN,NaN
Home,PASS,,1,50302,2012.08,50320,2012.8,Player3,Player7,0.81,0.81,0.76,0.83
Home,PASS,,1,50320,2012.8,50334,2013.36,Player7,Player4,0.76,0.83,0.82,0.88
Away,CHALLENGE,TACKLE-LOST,1,50330,2013.2,50330,2013.2,Player24,,0.78,0.83,NaN,NaN
Away,BALL LOST,THEFT,1,50334,2013.36,50339,2013.56,Player24,,0.78,0.83,0.8,0.69
Home,PASS,,1,50334,2013.36,50381,2015.24,Player4,Player6,0.82,0.88,0.75,0.67
Home,CHALLENGE,TACKLE-LOST,1,50395,2015.8,50395,2015.8,Player6,,0.75,0.65,NaN,NaN
Home,BALL LOST,THEFT,1,50395,2015.8,50395,2015.8,Player6,,0.75,0.65,NaN,NaN
Home,RECOVERY,,1,50451,2018.04,50451,2018.04,Player6,,0.7,0.57,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,50513,2020.52,50532,2021.28,Player6,,0.61,0.42,0.56,0.53
Away,CHALLENGE,TACKLE-WON,1,50545,2021.8,50545,2021.8,Player21,,0.56,0.51,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,50545,2021.8,50545,2021.8,Player21,,0.56,0.51,NaN,NaN
Away,PASS,,1,50551,2022.04,50614,2024.56,Player21,Player20,0.56,0.51,0.65,0.42
Away,PASS,,1,50619,2024.76,50647,2025.88,Player20,Player23,0.66,0.41,0.81,0.31
Home,CHALLENGE,GROUND,1,50660,2026.4,50660,2026.4,Player2,,0.83,0.35,NaN,NaN
Home,RECOVERY,,1,50695,2027.8,50695,2027.8,Player1,,0.82,0.35,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,1,50703,2028.12,50703,2028.12,Player23,,0.84,0.37,NaN,NaN
Away,BALL LOST,,1,50708,2028.32,50713,2028.52,Player23,,0.84,0.37,0.83,0.36
Home,PASS,,1,50765,2030.6,50780,2031.2,Player1,Player5,0.84,0.22,0.78,0.34
Home,PASS,,1,50798,2031.92,50823,2032.92,Player5,Player9,0.77,0.34,0.69,0.48
Home,PASS,,1,50848,2033.92,50889,2035.56,Player9,Player4,0.7,0.46,0.72,0.67
Home,PASS,,1,50916,2036.64,50951,2038.04,Player4,Player8,0.7,0.73,0.56,0.97
Home,PASS,,1,51014,2040.56,51046,2041.84,Player8,Player9,0.52,0.94,0.56,0.78
Home,PASS,,1,51078,2043.12,51108,2044.32,Player9,Player7,0.53,0.76,0.54,0.58
Home,PASS,,1,51142,2045.68,51155,2046.2,Player7,Player5,0.52,0.52,0.54,0.49
Home,PASS,,1,51155,2046.2,51172,2046.88,Player5,Player7,0.54,0.49,0.51,0.48
Home,PASS,,1,51172,2046.88,51185,2047.4,Player7,Player5,0.51,0.48,0.53,0.48
Home,PASS,,1,51185,2047.4,51196,2047.84,Player5,Player7,0.53,0.48,0.5,0.47
Home,PASS,,1,51196,2047.84,51211,2048.44,Player7,Player5,0.5,0.47,0.52,0.46
Home,PASS,,1,51211,2048.44,51223,2048.92,Player5,Player7,0.52,0.46,0.49,0.47
Home,PASS,,1,51223,2048.92,51232,2049.28,Player7,Player5,0.49,0.47,0.51,0.45
Home,PASS,,1,51232,2049.28,51254,2050.16,Player5,Player6,0.51,0.45,0.53,0.57
Home,PASS,,1,51279,2051.16,51292,2051.68,Player6,Player7,0.53,0.57,0.47,0.55
Home,PASS,,1,51292,2051.68,51319,2052.76,Player7,Player4,0.47,0.55,0.52,0.71
Home,PASS,,1,51337,2053.48,51354,2054.16,Player4,Player7,0.52,0.72,0.46,0.61
Home,PASS,,1,51377,2055.08,51395,2055.8,Player7,Player9,0.46,0.62,0.39,0.76
Home,PASS,,1,51510,2060.4,51526,2061.04,Player9,Player10,0.18,0.7,0.16,0.61
